locationid1,ywp_year,Belgium,France,Netherlands,Portugal,SU_external_type__$,SU_external_type__I,SU_external_type__L,SU_external_type__M,SU_external_type__O,SU_external_type__T,SU_external_type__U,SU_external_type__W,SU_external_type__X,SU_external_type__Y,Soviet Union,Spain,US_external_type__$,US_external_type__I,US_external_type__L,US_external_type__M,US_external_type__O,US_external_type__T,US_external_type__U,US_external_type__W,US_external_type__X,US_external_type__Y,United Kingdom,United States,actorID,bc_id,bc_name,bwd_id,bwd_name,conflictID,country1,external_alleged,external_exists,external_type__$,external_type__I,external_type__L,external_type__M,external_type__O,external_type__T,external_type__U,external_type__W,external_type__X,external_type__Y,locationid2,ywp_id,ywp_name
200.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6291,IRA
200.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6293,IRA
200.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6295,IRA
200.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6297,IRA
200.0,1987,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6299,IRA
200.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6301,IRA
200.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3335,IRA
200.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3479,IRA
200.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1124,131,UK (Northern Ireland),216,Government of United Kingdom - IRA,119,United Kingdom,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3515,IRA
230.0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,9169,Government of Spain
230.0,1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,9171,Government of Spain
230.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,,0.0,,,,,,,,,,,,6118,Government of Spain
230.0,1981,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,,0.0,,,,,,,,,,,,6120,Government of Spain
230.0,1982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,,0.0,,,,,,,,,,,,9173,Government of Spain
230.0,1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,9179,Government of Spain
230.0,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,9181,Government of Spain
230.0,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,6122,Government of Spain
230.0,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1156,216,Spain (Basque),366,Government of Spain - ETA,147,Spain,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4495,Government of Spain
340.0,1991,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,166,Yugoslavia (Slovenia),281,Government of Yugoslavia (Serbia) - Republic of Slovenia,190,Yugoslavia (Serbia),,0.0,,,,,,,,,,,,3661,Republic of Slovenia
360.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,208,Romania,357,Government of Romania - NSF,175,Romania,,0.0,,,,,,,,,,,,4442,NSF
365.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,223,Soviet Union (Nagorno-Karabakh),373,Government of Russia (Soviet Union) - Republic of Armenia,182,Russia (Soviet Union),,0.0,,,,,,,,,,,,4512,Republic of Armenia
365.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,220,Soviet Union (Nagorno-Karabakh),370,Government of Russia (Soviet Union) - Republic of Armenia,181,Russia (Soviet Union),,0.0,,,,,,,,,,,,4835,Republic of Armenia
372.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,149,Georgia,239,Government of Georgia - National Guard and Mkhedrioni,185,Georgia,,0.0,,,,,,,,,,,,3407,National Guard and Mkhedrioni
373.0,1991,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,211,Azerbaijan (Nagorno-Karabakh),361,Government of Azerbaijan - Republic of Nagorno-Karabakh,193,Azerbaijan,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,9372,Republic of Nagorno-Karabakh
420.0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,285,Gambia,547,Government of Gambia - NRC,149,Gambia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6624,NRC
432.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,64,Mali (Azawad),96,Government of Mali - MPA,177,Mali,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2495,MPA
433.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1381,93,Senegal (Casamance),129,Government of Senegal - MFDC,180,Senegal,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,2677,MFDC
435.0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,353,Mauritania (Western Sahara),745,Government of Mauritania - POLISARIO,253,Mauritania,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,8098,Polisario
435.0,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,353,Mauritania (Western Sahara),745,Government of Mauritania - POLISARIO,253,Mauritania,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,9150,Polisario
435.0,1977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,353,Mauritania (Western Sahara),745,Government of Mauritania - POLISARIO,253,Mauritania,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,9152,Polisario
435.0,1978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,353,Mauritania (Western Sahara),745,Government of Mauritania - POLISARIO,253,Mauritania,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,9154,Polisario
436.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,354,Niger,761,Government of Niger - FLAA,255,Niger,,0.0,,,,,,,,,,,,8461,Government of Niger
439.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,276,Burkina Faso - Mali,538,Government of Burkina Faso (Upper Volta) - Government of Mali,160,Burkina Faso (Upper Volta),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,432.0,6576,Government of Mali
439.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,253,Burkina Faso,487,Government of Burkina Faso (Upper Volta) - Popular Front,165,Burkina Faso (Upper Volta),,0.0,,,,,,,,,,,,5847,Popular Front
450.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1357,62,Liberia,525,Government of Liberia - Military Faction of Liberia (forces of Samuel Doe),146,Liberia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6514,Military Faction of Liberia (forces of Samuel Doe)
450.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1358,62,Liberia,93,Government of Liberia - NPFL,146,Liberia,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,2438,NPFL
450.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1359,62,Liberia,94,Government of Liberia - NPFL,146,Liberia,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,2453,NPFL
451.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1384,94,Sierra Leone,130,Government of Sierra Leone - RUF,187,Sierra Leone,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,2706,RUF
452.0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,261,Ghana,503,Government of Ghana - Military faction (forces of Jerry John Rawlings),98,Ghana,,0.0,,,,,,,,,,,,6190,Military faction (forces of Jerry John Rawlings)
452.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,261,Ghana,504,Government of Ghana - Military Faction  (forces of Ekow Dennis and Edward Adjei-Ampofo),98,Ghana,,0.0,,,,,,,,,,,,6192,Military Faction  (forces of Ekow Dennis and Edward Adjei-Ampofo)
461.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,103,Togo,471,Government of Togo - MTD,163,Togo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5694,MTD
471.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,277,Cameroon,539,Government of Cameroon - Military Faction (forces of Ibrahim Saleh),158,Cameroon,,0.0,,,,,,,,,,,,6578,Military Faction (forces of Ibrahim Saleh)
483.0,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,15,Chad,660,Government of Chad - FAN,91,Chad,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,7953,Government of Chad
483.0,1977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,15,Chad,661,Government of Chad - FAP,91,Chad,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,9067,Government of Chad
483.0,1978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,15,Chad,661,Government of Chad - FAP,91,Chad,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,7954,Government of Chad
483.0,1979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1285,15,Chad,661,Government of Chad - FAP,91,Chad,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,9097,Government of Chad
483.0,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1284,15,Chad,660,Government of Chad - FAN,91,Chad,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,9112,Government of Chad
483.0,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1284,15,Chad,660,Government of Chad - FAN,91,Chad,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,9056,Government of Chad
483.0,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1286,15,Chad,662,Government of Chad - FAT,91,Chad,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,9065,Government of Chad
483.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1287,273,Chad - Nigeria,663,Government of Chad - Government of Nigeria,154,Chad,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,475.0,7956,Government of Nigeria
483.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1287,15,Chad,663,Government of Chad - GUNT,91,Chad,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,9078,Government of Chad
483.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1287,15,Chad,663,Government of Chad - GUNT,91,Chad,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,9083,Government of Chad
483.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1301,252,Chad - Libya,664,Government of Chad - Government of Libya,166,Chad,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,620.0,7957,Government of Libya
483.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,15,Chad,20,Government of Chad - Revolutionary Forces of 1 April,91,Chad,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1766,Revolutionary Forces of 1 April
483.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1291,15,Chad,23,Government of Chad - MPS,91,Chad,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,1809,MPS
483.0,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,15,Chad,777,Government of Chad - Military faction (forces of Maldoum Bada Abbas),91,Chad,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,8424,Military faction (forces of Maldoum Bada Abbas)
490.0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1267,20,Democratic Republic of Congo,681,Government of Democratic Republic of Congo - FLNC,86,"Congo, Democratic Republic of (Zaire)",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,7989,Government of Democratic Republic of Congo
490.0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1267,20,Democratic Republic of Congo,681,Government of Democratic Republic of Congo - FLNC,86,"Congo, Democratic Republic of (Zaire)",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,8465,Government of Democratic Republic of Congo
500.0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,107,Uganda,701,Government of Uganda - UNLF,118,Uganda,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,8490,UNLF
500.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,107,Uganda,703,Government of Uganda - FUNA,118,Uganda,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,8029,Government of Uganda
500.0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1330,107,Uganda,704,Government of Uganda - UNRF,118,Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,8493,UNRF
500.0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1333,107,Uganda,704,Government of Uganda - UNRF,118,Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,8495,UNRF
500.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1330,107,Uganda,704,Government of Uganda - UNRF,118,Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,9355,UNRF
500.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1329,107,Uganda,574,Government of Uganda - NRA,118,Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,8499,NRA
500.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1329,107,Uganda,574,Government of Uganda - NRA,118,Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,8501,NRA
500.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1332,107,Uganda,706,Government of Uganda - UPDA,118,Uganda,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,8511,UPDA
500.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,107,Uganda,706,Government of Uganda - UPDA,118,Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,8514,UPDA
500.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,107,Uganda,708,Government of Uganda - UPA,118,Uganda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,8515,UPA
500.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,107,Uganda,151,Government of Uganda - UPA,118,Uganda,,0.0,,,,,,,,,,,,5184,UPA
500.0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,107,Uganda,151,Government of Uganda - UPA,118,Uganda,,0.0,,,,,,,,,,,,5161,UPA
500.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,107,Uganda,151,Government of Uganda - UPA,118,Uganda,,0.0,,,,,,,,,,,,5162,UPA
501.0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,274,Kenya,536,Government of Kenya - Military Faction (Forces of Hezekiah Ochuka),153,Kenya,,0.0,,,,,,,,,,,,6568,Military Faction (Forces of Hezekiah Ochuka)
510.0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,352,Tanzania-Uganda,741,Government of Uganda - Government of Tanzania,252,Tanzania/Tanganyika,,0.0,,,,,,,,,,,510.0,8090,Government of Uganda
516.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,11,Burundi,11,Government of Burundi - Palipehutu,90,Burundi,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1530,Palipehutu
517.0,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,92,Rwanda,127,Government of Rwanda - FPR,179,Rwanda,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,1459,Government of Rwanda
517.0,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,92,Rwanda,127,Government of Rwanda - FPR,179,Rwanda,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,1460,Government of Rwanda
520.0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1349,128,Somalia,209,Government of Somalia - SSDF,141,Somalia,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,6498,SSDF
520.0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,128,Somalia,209,Government of Somalia - SSDF,141,Somalia,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6507,SSDF
520.0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,128,Somalia,209,Government of Somalia - SSDF,141,Somalia,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6508,SSDF
520.0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,128,Somalia,207,Government of Somalia - SNM,141,Somalia,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6510,SNM
520.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,128,Somalia,207,Government of Somalia - SNM,141,Somalia,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6511,SNM
520.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1350,128,Somalia,207,Government of Somalia - SNM,141,Somalia,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,6512,SNM
520.0,1989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,128,Somalia,208,Government of Somalia - SPM,141,Somalia,,0.0,,,,,,,,,,,,3263,SPM
520.0,1990,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,128,Somalia,210,Government of Somalia - USC,141,Somalia,,0.0,,,,,,,,,,,,3271,USC
520.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,128,Somalia,211,Government of Somalia - USC faction,141,Somalia,,0.0,,,,,,,,,,,,3277,USC faction
522.0,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,21,Djibouti,43,Government of Djibouti - FRUD,184,Djibouti,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,1992,Government of Djibouti
530.0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,28,Ethiopia  (Eritrea),667,Government of Ethiopia - EPLF,78,Ethiopia,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,8816,Government of Ethiopia
530.0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1345,29,Ethiopia (Ogaden),667,Government of Ethiopia - WSLF,133,Ethiopia,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,8883,WSLF
530.0,1977,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1938,366,Ethiopia - Somalia,796,Government of Ethiopia - WSLF,261,Ethiopia,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,520.0,9340,WSLF
