external_id,ywp_id,ywp_year,ywp_name,actorID,bc_id,conflictID,bc_name,bwd_id,bwd_name,country1,country2,locationid1,locationid2,external_exists,external_name,external_nameid,external_alleged,external_type_X,external_type_Y,external_type_L,external_type_W,external_type_M,external_type_T,external_type_$,external_type_I,external_type_O,external_type_U,external_type_text,external_type_code
2199,8754,1978,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2200,8757,1979,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2201,8757,1979,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2202,8757,1979,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2203,8760,1980,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2204,8760,1980,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2205,8760,1980,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2206,8765,1981,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,United States,2,0,0,0,0,0,0,1,0,0,1,0,"Training/Expertise, Other forms of support, check codebook",TO
2207,8765,1981,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2208,8765,1981,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2209,8765,1981,Government of Guatemala,90,139,36,Guatemala,694,Government of Guatemala - FAR II,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2210,8757,1979,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,United States,2,0,0,0,0,0,0,1,0,0,1,0,"Training/Expertise, Other forms of support, check codebook",TO
2211,8757,1979,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2212,8757,1979,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2213,8757,1979,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2214,8760,1980,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2215,8760,1980,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2216,8760,1980,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2217,8765,1981,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,United States,2,0,0,0,0,0,0,1,0,0,1,0,"Training/Expertise, Other forms of support, check codebook",TO
2218,8765,1981,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2219,8765,1981,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2220,8765,1981,Government of Guatemala,90,139,36,Guatemala,627,Government of Guatemala - ORPA,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2224,8770,1982,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,0,0,0,0,0,1,0,"Other forms of support, check codebook",O
2225,8770,1982,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,Dominican Republic,42,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2226,8770,1982,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2227,8770,1982,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2228,8770,1982,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2229,8772,1983,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,0,0,1,0,0,1,0,"Training/Expertise, Other forms of support, check codebook",TO
2230,8772,1983,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,Israel,666,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2231,8772,1983,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,Taiwan,713,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2232,8772,1983,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,Argentina,160,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2233,8774,1984,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,0,0,1,0,0,1,0,"Training/Expertise, Other forms of support, check codebook",TO
2234,8776,1985,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
2235,8778,1986,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
2236,8780,1987,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
2237,8782,1988,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
2238,3369,1989,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
2239,4083,1990,Government of Guatemala,90,139,36,Guatemala,228,Government of Guatemala - URNG,Guatemala,,90,0,1,United States,2,0,0,0,0,1,1,1,1,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise, Funding/Economic Support",WMT$
2261,2309,2000,RFDG,1309,36,111,Guinea,57,Government of Guinea - RFDG,Guinea,,438,0,1,RUF,1384,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2262,2310,2001,RFDG,1309,36,111,Guinea,57,Government of Guinea - RFDG,Guinea,,438,0,1,RUF,1384,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2263,2321,1998,Government of Guinea Bissau,404,37,216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Guinea,438,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
2264,2321,1998,Government of Guinea Bissau,404,37,216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Senegal,433,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
2265,2322,1999,Government of Guinea Bissau,404,37,216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Guinea,438,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
2266,2322,1999,Government of Guinea Bissau,404,37,216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,Senegal,433,0,1,0,0,0,0,0,0,0,0,0,Troops as secondary warring party,X
2267,2335,1998,"Military Junta for the Consolidation of Democracy, Peace and Justice",1402,37,216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,MFDC,1381,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2268,2336,1999,"Military Junta for the Consolidation of Democracy, Peace and Justice",1402,37,216,Guinea Bissau,58,"Government of Guinea Bissau - Military Junta for the Consolidation of Democracy, Peace and Justice",Guinea-Bissau,,404,0,1,MFDC,1381,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2283,3648,1997,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NSCN-K,1066,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2284,3648,1997,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PLA,1157,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2285,3648,1997,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,ULFA,1169,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2286,3648,1997,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,UNLF,1158,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2287,3648,1997,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NLFA,8004,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2288,3648,1997,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PREPAK,1161,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2289,3657,1998,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NSCN-K,1066,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2290,3657,1998,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PLA,1157,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2291,3657,1998,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,ULFA,1169,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2292,3657,1998,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,UNLF,1158,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2293,3657,1998,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NLFA,8004,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2294,3657,1998,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PREPAK,1161,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2295,3665,1999,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NSCN-K,1066,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2296,3665,1999,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PLA,1157,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2297,3665,1999,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,ULFA,1169,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2298,3665,1999,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,UNLF,1158,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2299,3665,1999,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,NLFA,8004,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2300,3665,1999,ATTF,1149,160,139,India (Tripura),262,Government of India - ATTF,India,,750,0,1,PREPAK,1161,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2306,5432,2005,CPI-M,1037,209,29,India,451,Government of India - CPI-M,India,,750,0,1,CPN-M,1100,0,0,1,0,1,0,1,0,0,0,0,"Access to military or intelligence infrastructure, , Weapons, Training/Expertise",YWT
2307,5432,2005,CPI-M,1037,209,29,India,451,Government of India - CPI-M,India,,750,0,1,CCOMPOSA,9408,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2308,5432,2005,CPI-M,1037,209,29,India,451,Government of India - CPI-M,India,,750,0,1,ULFA,1169,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2309,7495,2006,CPI-M,1037,209,29,India,451,Government of India - CPI-M,India,,750,0,1,CCOMPOSA,9408,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2311,8303,2008,CPI-M,1037,209,29,India,451,Government of India - CPI-M,India,,750,0,1,PLA,1157,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
2369,4438,1989,Kashmir insurgents,1168,206,169,India (Kashmir),355,Government of India - Kashmir insurgents,India,,750,0,-1,Pakistan,770,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2370,4445,1990,Kashmir insurgents,1168,206,169,India (Kashmir),355,Government of India - Kashmir insurgents,India,,750,0,-1,Pakistan,770,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2371,4459,1991,Kashmir insurgents,1168,206,169,India (Kashmir),355,Government of India - Kashmir insurgents,India,,750,0,-1,Pakistan,770,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2390,8314,2008,Government of India,750,190,152,India (Manipur),764,Government of India - KCP,India,,750,0,1,Myanmar,775,0,0,0,0,0,0,0,0,1,0,0,Intelligence material,I
2395,9199,1997,KNF,1159,364,263,India (Kukiland),788,Government of India - KNF,India,,750,0,1,KIO,1043,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
2404,4455,2003,Government of India,750,209,29,India,406,Government of India - MCC,India,,750,0,-1,Nepal,790,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2411,4766,2000,MCC,1036,209,29,India,406,Government of India - MCC,India,,750,0,-1,Pakistan,770,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2414,4772,2002,MCC,1036,209,29,India,406,Government of India - MCC,India,,750,0,-1,CPN-M,1100,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2416,4746,2003,MCC,1036,209,29,India,406,Government of India - MCC,India,,750,0,-1,CPN-M,1100,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2418,5178,2004,MCC,1036,209,29,India,406,Government of India - MCC,India,,750,0,-1,CPN-M,1100,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2420,3857,1994,BDSF,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,760,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2431,4541,2003,Government of India,750,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,760,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2434,3872,1996,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,760,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2437,3880,1999,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,ULFA,1169,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2438,3880,1999,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2439,3883,2000,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,760,0,0,0,1,0,0,1,0,0,0,0,"Access to Territory, Training/Expertise",LT
2440,3884,2001,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bangladesh,771,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2441,3884,2001,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bhutan,760,0,0,0,1,0,0,1,0,0,0,0,"Access to Territory, Training/Expertise",LT
2444,5176,2004,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Myanmar,775,0,0,0,1,0,0,1,0,0,0,0,"Access to Territory, Training/Expertise",LT
2445,5176,2004,NDFB,1206,183,227,India (Bodoland),313,Government of India - NDFB,India,,750,0,1,Bangladesh,771,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2458,3622,1995,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,ULFA,1169,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2459,3649,1997,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2460,3649,1997,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,9430,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2461,3656,1998,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2462,3656,1998,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,9430,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2463,3666,1999,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2464,3666,1999,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,9430,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2465,3669,2000,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2466,3669,2000,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,9430,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2467,3629,2001,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,Bangladesh,771,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
2468,3629,2001,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2469,3629,2001,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,9430,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2470,3629,2001,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NDFB,1206,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2471,3679,2002,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,Bangladesh,771,0,0,0,0,0,0,1,0,0,0,0,Training/Expertise,T
2472,3679,2002,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2473,3679,2002,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,KYKL,9430,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2474,3679,2002,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,NDFB,1206,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2476,5181,2004,NLFT,1150,160,139,India (Tripura),269,Government of India - NLFT,India,,750,0,1,Bangladesh,771,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2485,3711,1992,NSCN - IM,1056,169,54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Bangladesh,771,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2486,3711,1992,NSCN - IM,1056,169,54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Pakistan,770,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
2487,3713,1993,NSCN - IM,1056,169,54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Pakistan,770,0,0,0,0,1,0,0,1,0,0,0,"Weapons, Funding/Economic Support",W$
2490,3720,1996,NSCN - IM,1056,169,54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Bangladesh,771,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2491,3720,1996,NSCN - IM,1056,169,54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Pakistan,770,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2492,3720,1996,NSCN - IM,1056,169,54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,Myanmar,775,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2494,3737,2000,NSCN - IM,1056,169,54,India (Nagaland),286,Government of India - NSCN - IM,India,,750,0,1,China,710,0,0,0,0,1,0,0,0,0,0,0,Weapons,W
2498,5452,2005,NSCN - K,1066,169,54,India (Nagaland),453,Government of India - NSCN - K,India,,750,0,1,UNLF,1158,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2499,7503,2006,NSCN - K,1066,169,54,India (Nagaland),453,Government of India - NSCN - K,India,,750,0,1,KNU,1021,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2500,7503,2006,NSCN - K,1066,169,54,India (Nagaland),453,Government of India - NSCN - K,India,,750,0,1,KIO,1043,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2501,7845,2007,NSCN - K,1066,169,54,India (Nagaland),453,Government of India - NSCN - K,India,,750,0,1,KNU,1021,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2502,7845,2007,NSCN - K,1066,169,54,India (Nagaland),453,Government of India - NSCN - K,India,,750,0,1,KIO,1043,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2517,5241,2004,Government of India,750,190,152,India (Manipur),325,Government of India - PLA,India,,750,0,1,Myanmar,775,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2526,4181,1992,PLA,1157,190,152,India (Manipur),325,Government of India - PLA,India,,750,0,1,Bangladesh,771,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2527,4181,1992,PLA,1157,190,152,India (Manipur),325,Government of India - PLA,India,,750,0,1,Pakistan,770,0,0,0,0,0,0,0,0,0,0,1,"Support exists, but is of unknown type",U
2528,4181,1992,PLA,1157,190,152,India (Manipur),325,Government of India - PLA,India,,750,0,1,ULFA,1169,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2529,4181,1992,PLA,1157,190,152,India (Manipur),325,Government of India - PLA,India,,750,0,1,NSCN-IM,1065,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2530,4188,1993,PLA,1157,190,152,India (Manipur),325,Government of India - PLA,India,,750,0,1,Bangladesh,771,0,0,0,1,0,0,0,0,0,0,0,Access to Territory,L
2537,8314,2008,Government of India,750,190,152,India (Manipur),766,Government of India - PREPAK,India,,750,0,1,Myanmar,775,0,0,0,0,0,0,0,0,1,0,0,Intelligence material,I
2557,4455,2003,Government of India,750,209,29,India,405,Government of India - PWG,India,,750,0,-1,Nepal,790,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2561,4742,1992,PWG,1035,209,29,India,405,Government of India - PWG,India,,750,0,-1,LTTE,1163,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
2566,4760,1998,PWG,1035,209,29,India,405,Government of India - PWG,India,,750,0,-1,LTTE,1163,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
2567,4760,1998,PWG,1035,209,29,India,405,Government of India - PWG,India,,750,0,-1,Pakistan,770,0,0,0,0,1,1,0,0,0,0,0,"Weapons, Materiel/Logistics",WM
2569,4765,2000,PWG,1035,209,29,India,405,Government of India - PWG,India,,750,0,-1,Pakistan,770,0,0,0,0,1,1,1,0,0,0,0,"Weapons, Materiel/Logistics, Training/Expertise",WMT
2570,4768,2001,PWG,1035,209,29,India,405,Government of India - PWG,India,,750,0,-1,CCOMPOSA,9408,0,0,1,0,0,0,0,0,0,0,0,Access to military or intelligence infrastructure,Y
2588,6141,1985,Sikh insurgents,1162,228,156,India (Punjab/Khalistan),387,Government of India - Sikh insurgents,India,,750,0,1,Sikh Diaspora,9803,0,0,0,0,0,0,0,1,0,0,0,Funding/Economic Support,$
